timestamp,packet_length,dst_port,src_port,tcp_flag_syn,tcp_flag_fin,tcp_flag_psh,tcp_flag_ack,inter_arrival_time,traffic_type,is_attack
1781260094.4152093,44,51973,55063,0,0,0,1,3.933906555175781e-05,rest_normal,0
1781260094.477573,45,38560,53185,0,0,1,1,0.062363624572753906,rest_normal,0
1781260094.4776213,44,53185,38560,0,0,0,1,4.839897155761719e-05,rest_normal,0
1781260094.4776752,45,53185,38560,0,0,1,1,5.3882598876953125e-05,rest_normal,0
1781260094.477708,44,38560,53185,0,0,0,1,3.2901763916015625e-05,rest_normal,0
1781260094.4777498,100,38560,53185,0,0,1,1,4.172325134277344e-05,rest_normal,0
1781260094.4777813,44,53185,38560,0,0,0,1,3.147125244140625e-05,rest_normal,0
1781260094.4779816,359,53185,38560,0,0,1,1,0.0002002716064453125,rest_normal,0
1781260094.4780157,44,38560,53185,0,0,0,1,3.409385681152344e-05,rest_normal,0
1781260094.4782941,45,38560,53185,0,0,1,1,0.000278472900390625,rest_normal,0
1781260094.4783297,44,53185,38560,0,0,0,1,3.552436828613281e-05,rest_normal,0
1781260094.4783654,45,53185,38560,0,0,1,1,3.5762786865234375e-05,rest_normal,0
1781260094.4783962,44,38560,53185,0,0,0,1,3.075599670410156e-05,rest_normal,0
1781260094.4784403,59,38560,53185,0,0,1,1,4.410743713378906e-05,rest_normal,0
1781260094.478469,44,53185,38560,0,0,0,1,2.86102294921875e-05,rest_normal,0
1781260094.4785416,45,53184,55133,0,0,1,1,7.271766662597656e-05,rest_normal,0
1781260094.4785721,44,55133,53184,0,0,0,1,3.0517578125e-05,rest_normal,0
1781260094.4786644,45,55133,53184,0,0,1,1,9.226799011230469e-05,rest_normal,0
1781260094.4786897,44,53184,55133,0,0,0,1,2.5272369384765625e-05,rest_normal,0
1781260094.478772,85,53184,55133,0,0,1,1,8.225440979003906e-05,rest_normal,0
1781260094.4788024,44,55133,53184,0,0,0,1,3.0517578125e-05,rest_normal,0
1781260094.4788551,67,55133,53184,0,0,1,1,5.269050598144531e-05,rest_normal,0
1781260094.4788835,44,53184,55133,0,0,0,1,2.8371810913085938e-05,rest_normal,0
1781260094.4790208,45,36614,51978,0,0,1,1,0.0001373291015625,rest_normal,0
1781260094.4790576,44,51978,36614,0,0,0,1,3.6716461181640625e-05,rest_normal,0
1781260094.4790924,45,51978,36614,0,0,1,1,3.4809112548828125e-05,rest_normal,0
1781260094.479112,44,36614,51978,0,0,0,1,1.9550323486328125e-05,rest_normal,0
1781260094.4791596,100,36614,51978,0,0,1,1,4.76837158203125e-05,rest_normal,0
1781260094.479189,44,51978,36614,0,0,0,1,2.9325485229492188e-05,rest_normal,0
